ticker,title,date,forward_return,ground_truth,raw_sentiment,prediction,reasoning,latency_s,correct,error
VRTX,Vertex Pharmaceuticals (VRTX) Stock Moves -1.01%: What You Should Know,2022-09-23,0.00455,Neutral,bearish,Bearish,Stock closed at -1.01% from previous day; narrower loss than S&P and sector.,3.502,False,
MNST,Monster Beverage (MNST) Stock Looks Well-Poised Amid Cost Woes,2022-06-03,0.02274,Bullish,bullish,Bullish,Better-than-expected sales beat in first-quarter with strong demand for energy drinks indicates solid financial performance.,3.689,True,
BKNG,Booking Holdings Stock Looks Expensive Ahead of Recession,2022-06-23,0.03334,Bullish,bearish,Bearish,Article highlights potential risks and downside due to economic downturns affecting Booking Holdings.,3.456,False,
AEP,Why Is HEI (HE) Down 9.3% Since Last Earnings Report?,2022-09-07,-0.00029,Neutral,neutral,Neutral,Article discusses performance lag and revenue increase without a clear directional financial signal.,3.49,True,
BKNG,5 Best Travel Stocks To Watch In May 2022,2022-04-28,-0.05388,Bearish,neutral,Neutral,Article discusses travel stocks but does not provide a clear financial impact on any specific stock.,3.384,False,
AZN,Shares of several drug manufacturing companies are trading lower. The Trump Administration earlier rolled back a proposal to eliminate rebates from government drug plans and commented on continued efforts to lower drug prices.,2019-07-11,-0.00569,Neutral,bearish,Bearish,Rolling back rebate elimination negatively impacts the financial outlook for several major pharmaceutical companies.,3.307,False,
ON,Validea Detailed Fundamental Analysis - ON,2023-07-03,-0.04358,Bearish,neutral,Neutral,The article provides a detailed analysis of ON Semiconductor Corp's performance using Dashan Huang’s strategy but does not contain direct financial impact information.,3.765,False,
ROST,Retail-Discount Stores Outlook: Consumer Spending Key to Growth,2019-01-24,0.00373,Neutral,bullish,Bullish,Positive outlook on consumer spending power driving industry prospects.,3.561,False,
CRWD,CrowdStrike Holdings Enters Oversold Territory (CRWD),2021-11-30,-0.03588,Bearish,bullish,Bullish,Low RSI reading indicates potential buying opportunity as selling momentum may be exhausting itself.,3.235,False,
ADSK,"Shares of several technology companies are trading higher amid market strength as some US states begin easing lockdown measures, which has raised hopes of an economic rebound. Investors also weigh recent earnings from companies in the space.",2020-05-05,0.01945,Bullish,bullish,Bullish,Market gains and positive outlook for tech stocks due to eased restrictions indicate investor optimism.,3.25,True,
ADI,Peter Lynch Detailed Fundamental Analysis - ADI,2023-06-19,-0.00995,Neutral,bullish,Bullish,Peter Lynch detailed fundamental analysis and high rating using his P/E/Growth Investor model indicate strong interest in ADI stock.,3.757,False,
ADBE,Adobe Inc. (ADBE) Is a Trending Stock: Facts to Know Before Betting on It,2023-04-06,-0.02493,Bearish,neutral,Neutral,Article discusses Adobe Inc.'s trending status and search interest but lacks direct financial impact or clear directional catalyst.,3.63,False,
AMGN,"Lilly, Amgen partner to manufacture potential COVID-19 drugs",2020-09-17,-0.01971,Bearish,bullish,Bullish,Partnership to increase supply for potential COVID-19 treatments indicates positive financial prospects.,3.48,False,
PDD,Will China’s Cloud Emperor Alibaba Ever Come Back?,2021-12-09,-0.00917,Neutral,bearish,Bearish,Significant decline in stock value and negative analyst sentiment indicate bearish outlook.,3.572,False,
GILD,3 High-Yield Dividend Stocks to Buy on Sale,2019-09-01,0.01731,Bullish,neutral,Neutral,Article discusses high-yield dividend stocks but lacks a clear financial impact on GILD specifically.,3.508,False,
CTAS,AGCO Corp Issues Preliminary 2020 Outlook on Investor Day,2020-01-06,0.01854,Bullish,bullish,Bullish,Preliminary outlook indicates positive future expectations for the company.,3.203,True,
KHC,A 7% Yield And Safety... What Could Be Better?,2019-04-10,0.00273,Neutral,bullish,Bullish,Strong performance and high yield indicate excellent financial health.,3.529,False,
BKNG,3 Beaten-Down Travel Stocks to Buy Now,2019-05-13,0.00685,Neutral,bullish,Bullish,Tripadvisor had earnings beat and growing EBITDA despite revenue decline; influential platform suggests potential for recovery.,3.612,False,
ZM,"5 Top Stock Trades for Monday: CHWY, TSLA, ZM, APPS, BIG",2020-08-28,0.52935,Bullish,neutral,Neutral,Article is primarily about upcoming Tesla events and does not provide a clear financial impact on the ticker.,3.551,False,
GILD,Gilead says counterfeit versions of its HIV drugs ended up with patients,2022-01-18,-0.0372,Bearish,bearish,Bearish,Counterfeit drugs pose significant health risks to patients.,3.456,True,
ADP,Will The Remote Office Become Habit After The Coronavirus Pandemic?,2020-04-07,0.0406,Bullish,neutral,Neutral,Article discusses potential future trends but lacks a clear immediate impact on the financial performance of ADP.,3.275,False,
WDAY,Implied QUS Analyst Target Price: $128,2023-04-26,-0.00545,Neutral,bullish,Bullish,Implied significant upside for WDAY based on analyst target price.,3.463,False,
INTC,AMD: Bullish On Earnings,2019-10-27,-0.00282,Neutral,bullish,Bullish,Positive outlook on earnings indicates potential for strong performance.,3.444,False,
BIIB,Biogen Reports To Initiate DEVOTE Trial To Evaluate A Higher Dose Of SPINRAZA For Treatment Of Spinal Muscular Atrophy,2019-09-18,0.01539,Bullish,bullish,Bullish,Initiation of a new trial for an existing drug indicates potential growth and innovation.,3.327,True,
ODFL,"Notable Monday Option Activity: GOOGL, BKNG, ODFL",2021-03-15,-0.01754,Bearish,neutral,Neutral,Article discusses option trading activity without direct financial impact on the ticker.,3.323,False,
TSLA,Tesla Stock (NASDAQ:TSLA): Multiple Headwinds Could Limit Near-Term Upside,2023-11-23,0.04787,Bullish,bearish,Bearish,Multiple headwinds including disappointing results and aggressive price cuts indicate potential limitations to near-term upside.,3.69,False,
LRCX,"Credit Suisse: Lam Research Faces Near-Term Pressures, But Long-Term Drivers Are Intact",2019-08-01,-0.05944,Bearish,bearish,Bearish,Near-term pressures identified despite intact long-term drivers.,3.444,True,
CDNS,Here's Why Cadence (CDNS) Stock is a Smart Investment Bet,2023-04-04,-0.01414,Bearish,bullish,Bullish,Strong earnings growth and positive consensus estimates indicate excellent financial performance.,3.424,False,
VRTX,Sickle cell cure will be cost-effective if health disparities considered -study finds,2022-12-13,0.00427,Neutral,neutral,Neutral,The article discusses potential cost-effectiveness and health disparities related to gene therapies for sickle cell disease but does not provide a direct financial impact on VRTX.,3.562,True,
DXCM,3 Top Diabetes Stocks to Watch in March,2019-03-16,7e-05,Neutral,bullish,Bullish,AstraZeneca shows strong growth in its key product line with potential expansion opportunities.,3.411,False,
IDXX,"Fresenius Medical (FMS) Q4 Earnings Beat Estimates, Up Y/Y",2020-02-21,-0.07695,Bearish,bullish,Bullish,Earnings beat and year-over-year growth indicate strong financial performance.,3.438,False,
ADI,Analog Devices (ADI) Up 0.1% Since Last Earnings Report: Can It Continue?,2023-09-22,-0.01789,Bearish,bearish,Bearish,Missed earnings and revenue estimates with a decline in communications sector signals caution.,3.166,True,
CMCSA,Cord Cutting Continues in Q2. Can Cable Stocks Survive?,2022-08-20,-0.01356,Bearish,bearish,Bearish,Continued customer attrition and accelerating losses indicate a negative trend for cable stocks.,3.279,True,
VRTX,Vertex Pharmaceuticals (VRTX) Stock Moves -0.64%: What You Should Know,2022-10-20,0.0701,Bullish,bearish,Bearish,Stock moves -0.64% and modest earnings expectations indicate cautious investor sentiment.,3.261,False,
PANW,Are You a Momentum Investor? This 1 Stock Could Be the Perfect Pick,2023-09-06,0.0144,Bullish,neutral,Neutral,Article is promotional content for Zacks Premium service without direct financial impact on PANW stock.,3.594,False,
ADBE,My Best Stocks to Buy and Hold Right Now,2021-09-30,-0.02993,Bearish,neutral,Neutral,Article discusses general market volatility but does not provide a direct financial impact or specific news about Adobe Systems (ADBE).,3.611,False,
AAPL,EXPLAINER-How a massive options trade by a JP Morgan fund can move markets,2023-03-30,0.02347,Bullish,bearish,Bearish,The article discusses potential equity volatility due to a massive reset by JP Morgan Hedged Equity Fund.,3.66,False,
PANW,September 2022 Options Now Available For Palo Alto Networks,2021-12-22,0.02448,Bullish,neutral,Neutral,Article discusses new options availability but no direct financial impact or strong signal.,3.471,False,
KHC,How Microsoft is Bringing the Metaverse to Factory Floors,2022-06-11,0.00388,Neutral,neutral,Neutral,The content discusses Microsoft's industrial metaverse and its applications but does not provide a direct financial impact on the ticker KHC.,3.327,True,
CSCO,Stocks That Hit 52-Week Lows On Friday,2020-02-28,0.00275,Neutral,bearish,Bearish,Stocks hitting significant lows indicate negative market sentiment and potential financial distress.,3.253,False,
FANG,Guidon Energy Holdings Cuts Stake in Diamondback Energy (FANG),2023-02-09,0.04778,Bullish,neutral,Neutral,The article discusses a minor adjustment by Guidon Energy Holdings to its stake but lacks significant financial impact or directional catalyst.,3.389,False,
TSLA,"TSLA Stock Alert: Why Tesla Just Recalled Another 435,000 EVs",2022-12-01,-0.06292,Bearish,bearish,Bearish,Significant safety issues and recalls negatively impact investor confidence.,3.327,True,
ANSS,Bullish on Intel in 2023? Buy This Top Chip Stock Instead,2023-01-20,0.0046,Neutral,bearish,Bearish,Intel faces significant challenges including a severe downturn in consumer spending on electronics.,3.494,False,
ADBE,ADBE Quantitative Stock Analysis,2023-07-18,-0.02884,Bearish,neutral,Neutral,The article is primarily focused on a quantitative stock analysis and does not contain direct financial impact information.,3.326,False,
WDAY,Workday Looks To Maintain Recent Upside Momentum After Earnings,2019-11-29,-0.03138,Bearish,bullish,Bullish,Earnings report indicates continued positive momentum for the stock.,3.207,False,
ADP,Stocks With Rising Composite Ratings: Automatic Data Processing,2019-05-31,-0.00418,Neutral,bullish,Bullish,Rising composite ratings indicate improving analyst sentiment and potential for positive financial performance.,3.337,False,
ANSS,"Shares of several technology companies are trading higher as markets gain on positive coronavirus outlook. Optimism surrounding the virus has led to hopes of an upcoming return to economic activity, which would benefit the sector.",2020-04-14,0.03906,Bullish,bullish,Bullish,Positive market sentiment and optimism about returning economic activities indicate strong bullish outlook for technology stocks.,3.334,True,
PEP,U.S. consumer staples stocks limp after solid performance in 2022,2023-01-20,0.00477,Neutral,bearish,Bearish,Sharp contrast in performance with significant shedding indicates investor concerns.,3.528,False,
ENPH,Deutsche Bank Maintains Enphase Energy (ENPH) Buy Recommendation,2023-04-13,0.07263,Bullish,bullish,Bullish,Deutsche Bank's Buy recommendation and significant price target upside indicate strong investor confidence.,3.409,True,
PANW,Palo Alto Networks Stock Split: Why It Matters,2022-08-31,-0.03163,Bearish,neutral,Neutral,The article discusses a mathematical exercise with limited direct financial impact.,3.077,False,
AMZN,1 Top REIT to Buy for AI Growth,2023-11-27,-0.00954,Neutral,bullish,Bullish,Strong performance in the REIT sector with significant exposure to AI growth.,3.286,False,
SNPS,"Shares of several software companies are trading lower as optimism around the upcoming U.S.-China trade talks waned. A report says China is toning down its expectations of the meeting. The U.S. expanded its trade blacklist, and scheduled an increase in tariffs on $250 billion worth of Chinese goods from 25% to 30% on Oct. 15, which will go into effect if no progress is made.",2019-10-08,0.03195,Bullish,bearish,Bearish,Expansion of trade blacklist and increased tariffs negatively impact software companies' outlook.,3.453,False,
CMCSA,Better Buy: Netflix vs. Amazon,2020-11-09,0.01039,Bullish,neutral,Neutral,Article compares Amazon and Netflix but does not provide direct financial impact on CMCSA.,3.702,False,
MCHP,"Microchip Technology Reaffirms Prelim. Q2 Guidance; Sees Adj. EPS $1.37-$1.49 vs $1.45 Est., Sales $1.323B-$1.375B vs $1.35B Est.",2019-09-03,0.04641,Bullish,bullish,Bullish,Microchip Technology's reaffirmation of guidance and slight earnings beat indicate positive financial performance.,3.582,True,
COST,Warren Buffett Just Bought Kroger Stock -- Should You Buy Too?,2020-02-23,-0.02529,Bearish,bullish,Bullish,Warren Buffett's significant investment in Kroger and the company's stable consumer demand indicate a positive financial outlook.,3.646,False,
CPRT,"The Zacks Analyst Blog Highlights Union Pacific, Starbucks, Duke Energy, Copart and HP",2023-03-16,0.00743,Neutral,neutral,Neutral,The article is primarily about Union Pacific's stock performance and recent analyst reports; no direct financial impact on CPRT mentioned.,3.649,True,
TMUS,Quibi tests market for quick-hit videos with A-list stars,2020-04-06,0.00883,Neutral,neutral,Neutral,Article discusses the launch of new service but no direct financial impact on ticker.,3.413,True,
BKR,Baker Hughes (BKR) Stock Falls Amid Market Uptick: What Investors Need to Know,2023-11-28,-0.00207,Neutral,bearish,Bearish,Baker Hughes (BKR) experienced significant losses amidst market uptick and lagging sector gains.,3.434,False,
ALGN,Why SmileDirectClub Blasted 15% Higher on Wednesday,2021-10-06,-0.0109,Bearish,bullish,Bullish,Patent approval and significant share price increase indicate strong investor confidence.,3.362,False,
FTNT,4 Top Cybersecurity Stocks To Watch Today,2022-05-31,0.03087,Bullish,neutral,Neutral,Article is primarily about listing and discussing potential interest areas for investors rather than providing a direct financial impact on any specific stock.,3.636,False,
INTC,FACTBOX-Corporate America leans on job cuts as recession fears mount,2022-11-07,-0.03133,Bearish,bearish,Bearish,Significant job cuts announced by major tech companies indicate cost-cutting measures amid economic uncertainty.,3.695,True,
COST,3 Stocks That Could Set You Up for Life,2021-01-29,0.00894,Neutral,bullish,Bullish,Nike's recovery from pandemic-related sales decline with significant growth in its fiscal second quarter indicates solid long-term performance.,3.141,False,
INTC,"Intel Corporation (INTC) Ex-Dividend Date Scheduled for November 04, 2021",2021-11-03,0.01755,Bullish,neutral,Neutral,Article is primarily about Intel's ex-dividend date and dividend details; no direct financial impact.,3.334,False,
REGN,Stocks Showing Improving Market Leadership: Regeneron Pharmaceutical Earns 81 RS Rating,2020-02-12,-0.01661,Bearish,bullish,Bullish,Regeneron's strong earnings performance and high analyst rating indicate positive financial outlook.,3.414,False,
BKR,U.S. natgas futures ease on less hot forecast for next week,2021-08-11,0.00697,Neutral,neutral,Neutral,The article discusses natural gas futures and weather forecasts without a direct financial impact on BKR.,3.008,True,
MRVL,"3 Best Stocks to Buy Now, 8/18/2023, According to Top Analysts",2023-08-18,0.03473,Bullish,bullish,Bullish,"Strong Buy ratings from top analysts with significant upside implied for Marvell Technology (MRVL), Nvidia (NVDA), and Arhaus (ARHS).",3.888,True,
AMD,"Intel Makes a Renewed Run at the PC Market, but Is It Too Little Too Late to Beat AMD?",2023-01-06,0.06395,Bullish,neutral,Neutral,The article discusses opinions about the PC market competition between Intel and AMD but does not provide a direct financial impact on either company's stock.,3.497,False,
SBUX,2 No-Brainer Consumer Stocks to Own for the Next Decade,2020-01-12,0.00505,Neutral,bullish,Bullish,Strong historical performance indicating potential for future growth.,3.406,False,
EA,Electronic Arts Stock Investors Benefit from its Excellent Free Cash Flow,2019-10-31,0.01815,Bullish,bullish,Bullish,Stellar free cash flow growth and undervaluation indicate strong financial performance.,3.4,True,
DLTR,Forget Walmart: Here Are 3 Better Dividend Stocks,2021-02-08,0.0297,Bullish,neutral,Neutral,Article discusses alternative dividend stocks without a direct financial impact on Walmart.,3.298,False,
TSLA,Stocks That Hit 52-Week Highs On Thursday,2020-01-09,0.09041,Bullish,bullish,Bullish,Stocks hitting new highs indicate strong investor confidence and positive market sentiment.,3.447,True,
AMAT,"Applied Materials, Inc. (AMAT) Is a Trending Stock: Facts to Know Before Betting on It",2023-01-30,0.09991,Bullish,bullish,Bullish,Positive earnings estimate revisions and strong industry performance indicate potential for continued growth.,3.426,True,
DXCM,"3 ""Non-Coronavirus Stocks"" That Would Have Doubled Your Money Over the Last Year",2020-05-01,0.06664,Bullish,bullish,Bullish,Strong performance over a year with significant returns indicates strong financial health.,3.438,True,
COST,Can Strong Brands Drive PVH Corp's (PVH) Earnings Beat in Q3?,2023-11-24,0.00446,Neutral,bullish,Bullish,Strong brands and positive earnings surprises indicate solid financial performance.,3.444,False,
DDOG,Datadog (DDOG) Dips More Than Broader Markets: What You Should Know,2022-09-15,-0.01636,Bearish,bearish,Bearish,Datadog's recent performance lags broader markets and shows a significant loss over the past month.,3.701,True,
FANG,Diamondback Energy Speeds Up Capital Return To Stockholders; Announces Share Repurchase Program,2021-09-16,-0.01199,Bearish,bullish,Bullish,Fast-tracking capital return to stockholders through dividends indicates strong financial health.,3.521,False,
ORLY,Why This Key Indicator Bodes Well for O’Reilly Automotive,2020-06-02,-0.01403,Bearish,bullish,Bullish,Strong financial performance with consistent sales growth makes O'Reilly Automotive an attractive investment.,3.642,False,
PANW,This Segment of Tech Stocks Will Outpace the Rest Over the Next 4 Years,2021-07-19,0.00611,Neutral,bullish,Bullish,Gartner's positive outlook on long-term growth prospects for the tech sector suggests strong future performance.,3.558,False,
ADSK,Matterport Has More Upside Than Downside Ahead,2022-03-29,-0.03879,Bearish,neutral,Neutral,Article discusses potential upside but lacks concrete financial data or direct impact on stock performance.,3.552,False,
QCOM,Our 7 Top 5G Stock Picks for 2023,2022-12-07,0.00711,Neutral,neutral,Neutral,Article lists top 5G stock picks without direct financial impact on Qualcomm.,3.609,True,
ANSS,3 Brilliant Stocks to Buy Now and Hold Forever,2023-03-05,-0.01966,Bearish,bullish,Bullish,Investments focused on automation and digital transformation indicate strong long-term growth potential.,3.56,False,
PANW,June 12th Options Now Available For Palo Alto Networks (PANW),2020-04-30,-0.02376,Bearish,neutral,Neutral,Article discusses options trading opportunities without direct financial impact on stock price.,3.624,False,
FANG,Is Diamondback Energy (NASDAQ:FANG) A Risky Investment?,2021-04-16,-0.04217,Bearish,bearish,Bearish,Increased debt levels and lack of cash indicate potential financial risk for investors.,3.587,True,
GILD,Gilead's (GILD) Veklury Gets CHMP Nod in Damaged Liver Patients,2023-09-20,-0.01068,Bearish,bullish,Bullish,Positive CHMP opinion for Veklury's use indicates potential market expansion and revenue growth.,3.676,False,
ADBE,Shares of several technology and growth stocks are trading lower as US equities dip following escalating US-China tensions over Hong Kong. US stocks further fell on worse-than-expected manufacturing data.,2019-12-02,-0.00079,Neutral,bearish,Bearish,Escalating geopolitical tension negatively impacts tech and growth stock prices.,3.479,False,
WDAY,"It's 'He Said Xi Said', Market Shakes It Off. Ignore; Stick To The Discipline",2019-08-15,0.00887,Neutral,neutral,Neutral,Article discusses market reactions to political statements without a direct financial impact.,3.179,True,
